ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6076,1,7/1/2023,7/1/2023,12.71938648,76.50497148,33.54194397,72.16003179,0.774,Vehicle accident with minor impact,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Twilight,Night,Day,Twilight
A-6077,2,4/14/2022,4/14/2022,29.06879746,81.31594035,19.62697984,76.82885316,1.189,Power outage affecting traffic signals,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Sunset,Day,Day,Dawn
A-6078,2,9/2/2022,9/2/2022,7.763279162,68.51032575,16.65184609,87.06795941,1.553,Minor traffic disruption due to road work,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Day,Day,Dawn,Twilight
A-6079,4,4/12/2023,4/12/2023,22.59667637,69.42256557,10.46694509,77.10232109,1.288,Vehicle accident with minor impact,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Day,Night,Sunset,Sunset
A-6080,2,2/23/2023,2/23/2023,10.54126936,78.38740372,20.75240021,68.30632286,2.633,Delays caused by roadblock or construction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Dawn,Twilight,Night
A-6081,1,12/12/2023,12/12/2023,17.26856248,80.31249249,10.31985497,88.68906305,4.926,Power outage affecting traffic signals,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Twilight,Day,Sunset,Night
A-6082,2,1/17/2022,1/17/2022,32.41597997,71.34189777,7.829627468,80.26840196,1.06,Accident near busy intersection,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Sunset,Sunset
A-6083,4,8/29/2020,8/29/2020,23.19537514,71.09016513,24.32002976,71.43715217,2.072,Vehicle accident with minor impact,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Dawn,Dawn,Day,Twilight
A-6084,2,2/11/2023,2/11/2023,6.342962043,71.40257189,13.0731732,72.77555584,3.505,Construction detour causing congestion,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Dawn,Night,Dawn,Dawn
A-6085,4,7/15/2021,7/15/2021,9.037654036,93.35341027,6.672394203,75.42094372,2.898,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Night,Sunset,Day,Twilight
A-6086,1,1/23/2021,1/23/2021,14.36080007,94.94693576,8.702196916,95.95284918,1.418,Construction detour causing congestion,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Twilight,Day,Twilight,Twilight
A-6087,3,8/28/2022,8/28/2022,28.48034059,75.99706509,20.38031502,91.81809985,1.277,Construction detour causing congestion,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Dawn,Sunset,Day,Twilight
A-6088,3,10/12/2020,10/12/2020,11.23674512,70.58712123,7.407344783,90.53908114,2.972,Vehicle breakdown on major highway,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Dawn,Sunset,Sunset,Sunset
A-6089,5,12/24/2023,12/24/2023,35.44624716,87.82793165,23.64179586,83.70381401,0.828,Heavy traffic due to construction work,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Dawn,Day,Twilight,Night
A-6090,3,8/15/2020,8/15/2020,8.153131327,78.56196532,27.9835803,71.90255148,3.202,Accident near busy intersection,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Sunset,Day,Day,Dawn
A-6091,2,12/5/2024,12/5/2024,26.18827838,82.67353171,29.13230262,84.60552916,2.649,Vehicle breakdown on major highway,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Night,Night,Sunset,Night
A-6092,4,1/24/2023,1/24/2023,13.43597597,90.44829286,13.55754832,90.1749927,3.055,Minor traffic disruption due to road work,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Twilight,Sunset,Sunset,Dawn
A-6093,4,2/21/2024,2/21/2024,10.00902308,69.25457516,16.47719347,96.43904432,2.907,Power outage affecting traffic signals,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Dawn,Sunset,Twilight,Twilight
A-6094,2,5/10/2023,5/10/2023,32.87400801,70.97980412,7.395828265,83.22593514,0.739,Vehicle breakdown on major highway,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Day,Night,Sunset,Day
A-6095,2,8/17/2021,8/17/2021,10.39000464,96.94863472,23.87916861,80.56644765,4.254,Heavy traffic due to construction work,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Day,Twilight,Dawn,Night
A-6096,3,8/13/2023,8/13/2023,15.77048007,80.28559296,22.36514244,81.33042126,4.939,Vehicle accident with minor impact,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Night,Dawn,Day,Twilight
A-6097,4,1/12/2022,1/12/2022,17.40337405,72.17894649,10.73657413,96.9373664,2.462,Power outage affecting traffic signals,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Sunset,Sunset,Dawn,Twilight
A-6098,1,2/26/2023,2/26/2023,33.0431507,90.07548634,26.54515641,77.08129943,2.484,Minor traffic disruption due to road work,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Dawn,Twilight,Day,Twilight
A-6099,2,2/22/2024,2/22/2024,21.64822975,78.83632539,12.21854229,93.0045228,4.708,Construction detour causing congestion,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Night,Sunset,Twilight,Night
A-6100,4,2/10/2024,2/10/2024,33.91684042,92.27479724,10.78683326,85.23450729,1.145,Vehicle accident with minor impact,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Twilight,Night,Sunset,Day
A-6101,2,11/15/2023,11/15/2023,21.35270816,71.87094124,16.1487436,75.60012655,4.568,Heavy traffic due to construction work,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Twilight,Dawn,Dawn,Dawn
A-6102,2,5/9/2021,5/9/2021,31.20451369,72.59123931,34.2318742,96.14077122,2.35,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Twilight,Twilight,Sunset,Day
A-6103,4,3/21/2020,3/21/2020,20.71101617,87.0083097,31.61141028,91.90695145,2.457,Heavy traffic due to construction work,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Dawn,Day,Twilight,Twilight
A-6104,3,7/26/2023,7/26/2023,6.913230222,83.39982141,34.64880803,85.4381635,1.042,Delays caused by roadblock or construction,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Sunset,Dawn,Twilight,Day
A-6105,1,4/1/2020,4/1/2020,23.0545861,74.44098039,35.04723015,87.12676448,0.593,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Night,Sunset,Day,Dawn
A-6106,5,10/21/2020,10/21/2020,30.39884377,74.1197277,31.21505681,83.67710683,3.487,Construction detour causing congestion,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Dawn,Sunset,Day,Sunset
A-6107,4,6/20/2023,6/20/2023,30.22752711,75.69164233,34.00586089,96.70518061,3.245,Power outage affecting traffic signals,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Sunset,Day,Dawn,Dawn
A-6108,5,10/1/2020,10/1/2020,30.52265995,73.08718028,13.29143113,94.89017251,1.773,Construction detour causing congestion,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Day,Night,Dawn,Dawn
A-6109,5,3/8/2024,3/8/2024,32.36588445,73.40179692,27.59757856,79.56367095,3.388,Heavy traffic due to construction work,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Twilight,Twilight,Night,Twilight
A-6110,2,7/20/2022,7/20/2022,16.79790638,82.63761899,35.16812727,72.54229208,3.387,Heavy traffic due to construction work,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Day,Sunset,Dawn,Sunset
A-6111,3,8/26/2021,8/26/2021,12.54449201,90.8161599,30.08491817,68.30126412,4.159,Vehicle accident with minor impact,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Twilight,Night,Twilight,Dawn
A-6112,5,1/2/2021,1/2/2021,33.37382271,82.10531665,16.29365249,68.19926212,0.973,Vehicle accident with minor impact,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Dawn
A-6113,5,8/26/2022,8/26/2022,20.42468732,72.54562093,31.4237069,86.68238631,2.155,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Day,Sunset,Day,Twilight
A-6114,4,11/15/2021,11/15/2021,6.933272532,76.59377929,30.07460503,79.46803076,2.142,Minor traffic disruption due to road work,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Twilight,Dawn,Twilight,Day
A-6115,3,1/7/2020,1/7/2020,15.17374079,93.31652691,27.63836252,70.48831841,4.529,Power outage affecting traffic signals,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Sunset,Dawn,Day,Sunset
A-6116,3,4/11/2022,4/11/2022,36.51136309,83.20025638,31.80160202,86.46325276,0.733,Pedestrian accident causing delay,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Twilight,Day,Night,Dawn
A-6117,1,11/3/2023,11/3/2023,11.85587209,79.41200295,8.507514336,81.57628492,4.402,Vehicle breakdown on major highway,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Night,Dawn,Twilight,Night
A-6118,4,10/17/2022,10/17/2022,31.06917073,70.90731346,18.04004042,88.0308974,1.047,Power outage affecting traffic signals,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Twilight,Night,Night,Night
A-6119,5,5/2/2020,5/2/2020,20.73393798,96.63702077,30.87663976,81.05885504,1.579,Delays caused by roadblock or construction,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Twilight,Sunset,Day,Dawn
A-6120,4,11/11/2022,11/11/2022,33.62013325,74.89616072,10.0023166,95.97305716,2.079,Vehicle breakdown on major highway,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Twilight,Twilight,Day,Dawn
A-6121,1,2/19/2023,2/19/2023,23.58820629,86.21478171,7.840517377,81.37602912,3.947,Vehicle accident with minor impact,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Dawn,Dawn,Dawn,Sunset
A-6122,4,1/6/2022,1/6/2022,16.41462534,72.34365085,6.464557837,73.26421586,0.964,Vehicle accident with minor impact,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Sunset,Day,Twilight,Day
A-6123,1,8/13/2022,8/13/2022,18.63826424,94.11280874,9.595461923,71.92087078,3.007,Construction detour causing congestion,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Sunset,Day,Twilight,Sunset
A-6124,5,10/3/2021,10/3/2021,11.29365221,70.35060489,12.48719026,74.86705437,4.86,Construction detour causing congestion,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Dawn,Twilight,Day,Twilight
A-6125,3,9/30/2021,9/30/2021,24.68608456,82.27553302,36.21205256,70.3497048,3.76,Delays caused by roadblock or construction,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Sunset,Day,Day,Sunset
A-6126,2,7/16/2023,7/16/2023,22.11601247,85.08311312,21.42963521,85.43654312,1.086,Power outage affecting traffic signals,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Twilight,Night,Day,Night
A-6127,5,3/27/2022,3/27/2022,19.8303475,91.23841725,28.20879109,96.08937821,3.82,Minor traffic disruption due to road work,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day,Night,Sunset,Dawn
A-6128,2,9/13/2023,9/13/2023,23.25762027,87.5265242,35.33868609,95.72635015,4.466,Vehicle breakdown on major highway,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Sunset,Twilight,Day,Day
A-6129,4,3/20/2021,3/20/2021,35.46328267,83.03698645,9.285952107,86.88220689,0.845,Accident near busy intersection,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Sunset,Twilight,Day
A-6130,3,6/21/2022,6/21/2022,23.76062656,70.19631358,8.837714623,76.12819522,4.869,Accident near busy intersection,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Dawn,Sunset,Day,Sunset
A-6131,1,11/14/2020,11/14/2020,12.62988905,75.58263981,29.294436,94.02988952,1.776,Vehicle breakdown on major highway,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Dawn,Twilight,Twilight,Day
A-6132,2,2/18/2021,2/18/2021,33.8384568,79.92787889,20.72738598,82.45631122,0.647,Construction detour causing congestion,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Dawn,Twilight,Night,Sunset
A-6133,4,8/6/2022,8/6/2022,34.35197282,88.79045899,7.35725698,89.9221833,2.737,Delays caused by roadblock or construction,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Day,Twilight,Night,Night
A-6134,5,6/5/2022,6/5/2022,35.15688372,70.16461253,32.01999082,71.98338886,0.684,Delays caused by roadblock or construction,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Day,Night,Dawn,Sunset
A-6135,3,12/31/2023,12/31/2023,13.12100227,92.79836764,34.63912409,87.39727972,3.162,Pedestrian accident causing delay,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Twilight,Day,Dawn,Sunset
A-6136,3,5/13/2021,5/13/2021,22.8714867,75.59145847,16.68526611,84.12917833,1.067,Delays caused by roadblock or construction,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Night,Twilight,Day,Twilight
A-6137,2,10/14/2020,10/14/2020,24.22971932,74.11902237,29.37676668,83.54922772,1.344,Accident near busy intersection,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Night,Dawn,Dawn,Night
A-6138,4,2/5/2021,2/5/2021,29.61156117,76.69015173,27.14217909,75.68680898,4.374,Pedestrian accident causing delay,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Dawn,Twilight,Dawn,Sunset
A-6139,2,11/6/2021,11/6/2021,15.38965648,69.53174763,19.79318376,70.68350777,1.138,Vehicle accident with minor impact,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Twilight,Night,Day,Night
A-6140,1,10/25/2024,10/25/2024,32.20948088,78.16188937,30.51783831,72.00969977,4.664,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Sunset,Sunset,Night,Sunset
A-6141,5,2/25/2022,2/25/2022,31.34432138,68.71318814,23.12895414,68.31173654,2.099,Vehicle breakdown on major highway,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Sunset,Twilight,Dawn,Night
A-6142,5,6/18/2022,6/18/2022,30.4148198,72.37670629,11.13449033,84.54467563,2.782,Vehicle breakdown on major highway,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Sunset,Sunset,Dawn,Twilight
A-6143,1,3/5/2021,3/5/2021,12.59404003,78.56236105,31.33091971,87.58532616,2.08,Minor traffic disruption due to road work,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day,Twilight,Dawn,Night
A-6144,5,11/27/2020,11/27/2020,15.11071785,85.45068539,20.89420351,76.57742735,4.817,Minor traffic disruption due to road work,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Day,Twilight,Day,Dawn
A-6145,5,11/3/2020,11/3/2020,30.9962785,73.06283268,20.03136135,86.6576416,4.305,Heavy traffic due to construction work,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Sunset,Night,Day,Night
A-6146,2,2/10/2022,2/10/2022,7.249087283,70.25040066,18.61987031,78.33750072,0.817,Delays caused by roadblock or construction,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Sunset,Twilight,Day
A-6147,1,9/14/2020,9/14/2020,8.154651101,82.63240524,36.76152707,82.14657945,2.124,Vehicle breakdown on major highway,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Sunset,Night,Night,Twilight
A-6148,5,8/7/2024,8/7/2024,13.03415414,74.26353609,12.98887437,79.75137349,3.116,Vehicle accident with minor impact,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Sunset,Dawn,Dawn,Sunset
A-6149,5,1/9/2023,1/9/2023,11.17953607,94.65722771,36.9522213,71.99311158,0.759,Pedestrian accident causing delay,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Dawn,Sunset,Dawn,Twilight
A-6150,5,2/11/2021,2/11/2021,31.05504058,81.31125356,36.33005226,80.92211687,1.95,Vehicle breakdown on major highway,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Day,Sunset,Night,Sunset
A-6151,4,3/16/2023,3/16/2023,32.60364555,92.25878133,24.58530175,83.89554398,3.03,Vehicle accident with minor impact,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Day,Sunset,Dawn,Sunset
A-6152,3,5/31/2024,5/31/2024,7.719448685,71.75739556,18.60669102,84.36974916,4.061,Vehicle accident with minor impact,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Twilight,Sunset,Day,Day
A-6153,3,11/10/2023,11/10/2023,18.41704766,81.01343299,26.04804619,78.89877451,2.563,Pedestrian accident causing delay,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Twilight,Sunset,Night,Day
A-6154,2,12/21/2021,12/21/2021,16.57408535,96.6474312,34.49282294,72.18356059,1.689,Vehicle accident with minor impact,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Sunset,Twilight,Day,Twilight
A-6155,2,6/4/2024,6/4/2024,24.90058577,94.36100162,16.97260767,79.77782324,3.981,Heavy traffic due to construction work,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Twilight,Dawn,Sunset,Night
A-6156,5,8/11/2022,8/11/2022,26.24533633,76.64376507,15.85794727,84.32097757,2.987,Delays caused by roadblock or construction,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Day,Day,Sunset,Night
A-6157,5,12/5/2023,12/5/2023,36.79645051,91.87369214,14.34958821,91.0942196,3.892,Vehicle accident with minor impact,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Night,Sunset,Day,Night
A-6158,5,12/22/2021,12/22/2021,28.27336583,83.28370103,11.03702621,90.69682505,1.455,Delays caused by roadblock or construction,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Sunset,Twilight,Day,Sunset
A-6159,3,11/27/2020,11/27/2020,20.3724037,95.16033217,26.52702518,81.07100268,4.433,Heavy traffic due to construction work,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Twilight,Dawn
A-6160,2,5/20/2022,5/20/2022,7.210745259,88.21036046,12.086429,70.26690136,1.157,Power outage affecting traffic signals,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Day,Night,Day,Twilight
A-6161,2,12/9/2024,12/9/2024,10.58187647,93.96491178,8.990518887,92.29946795,1.534,Heavy traffic due to construction work,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Sunset,Twilight,Night,Sunset
A-6162,5,8/1/2023,8/1/2023,18.32156581,82.854221,10.37003431,92.21053058,2.955,Accident near busy intersection,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Day,Day,Night,Night
A-6163,5,5/8/2024,5/8/2024,9.256463998,77.39173406,10.74876127,84.78883636,2.094,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Sunset,Dawn,Sunset,Day
A-6164,5,12/3/2022,12/3/2022,29.32678418,76.96272464,27.69168968,88.76594901,2.591,Accident near busy intersection,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Day,Dawn,Night,Dawn
A-6165,2,11/23/2021,11/23/2021,10.79574478,74.76630551,32.30134106,69.51652795,3.885,Heavy traffic due to construction work,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Twilight,Day,Sunset,Sunset
A-6166,2,3/10/2023,3/10/2023,6.838935306,88.23198921,11.48262631,71.40629899,3.673,Power outage affecting traffic signals,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Twilight,Sunset,Day
A-6167,3,1/24/2024,1/24/2024,36.03179004,86.05029629,18.48261421,95.98516847,1.643,Vehicle accident with minor impact,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Dawn,Sunset,Night,Day
A-6168,3,1/24/2022,1/24/2022,32.43211324,85.76333715,35.01902032,68.77159829,0.849,Vehicle breakdown on major highway,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Night,Twilight,Day,Twilight
A-6169,3,11/7/2022,11/7/2022,7.518598174,76.15561429,35.04557786,93.08679699,3.895,Construction detour causing congestion,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Day,Dawn,Sunset,Twilight
A-6170,3,3/16/2020,3/16/2020,13.14071649,75.59630656,16.33336384,96.98712814,2.734,Accident near busy intersection,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Night,Twilight,Night,Dawn
A-6171,3,9/20/2020,9/20/2020,30.71019572,72.74193051,29.83166667,87.6049383,4.618,Delays caused by roadblock or construction,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Sunset,Night,Day,Twilight
A-6172,3,11/11/2020,11/11/2020,6.139445136,69.39273878,31.74108156,77.34664561,4.877,Pedestrian accident causing delay,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Sunset,Twilight,Dawn,Night
A-6173,2,8/14/2021,8/14/2021,7.786308573,74.44871378,25.44822818,90.64595615,3.773,Delays caused by roadblock or construction,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Night,Night,Night,Day
A-6174,2,3/17/2020,3/17/2020,15.48725059,88.85920938,14.63958839,70.97402075,1.002,Heavy traffic due to construction work,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Dawn,Twilight,Day,Sunset
A-6175,5,1/13/2024,1/13/2024,29.80445281,92.41639571,30.56448165,80.1523641,3.01,Pedestrian accident causing delay,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Day,Sunset,Night,Sunset
A-6176,1,6/21/2024,6/21/2024,20.9442663,87.48354254,10.3412426,72.76178569,1.374,Vehicle accident with minor impact,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Night,Sunset,Day,Dawn
A-6177,5,1/2/2023,1/2/2023,10.1894197,81.83805211,25.39616021,71.30779366,3.986,Power outage affecting traffic signals,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Dawn,Sunset,Night,Dawn
A-6178,3,10/2/2024,10/2/2024,11.93278609,88.37849415,12.7671978,76.13787027,4.798,Accident near busy intersection,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Dawn,Day,Sunset,Twilight
A-6179,1,3/14/2023,3/14/2023,7.484895535,82.07056847,33.19005282,94.62485044,3.242,Heavy traffic due to construction work,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Twilight,Night,Night,Twilight
A-6180,1,9/21/2024,9/21/2024,35.58398549,93.06503533,10.81191422,69.64739618,0.813,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Twilight,Dawn,Day,Sunset
A-6181,4,2/25/2021,2/25/2021,15.33160038,95.35612053,32.13938391,82.786145,2.757,Construction detour causing congestion,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Night,Night,Twilight,Dawn
A-6182,1,7/11/2023,7/11/2023,12.15373493,85.44022501,7.171498065,79.72073398,2.3,Pedestrian accident causing delay,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Dawn,Sunset,Night,Day
A-6183,5,4/4/2021,4/4/2021,17.99919605,72.08984769,8.334516661,88.00880179,4.363,Pedestrian accident causing delay,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Sunset,Night,Night,Night
A-6184,5,8/30/2022,8/30/2022,10.99797253,71.78642226,7.07935788,83.17043379,2.272,Power outage affecting traffic signals,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Dawn,Dawn,Day,Day
A-6185,3,1/6/2021,1/6/2021,34.90017291,90.1409812,21.81214954,77.08578665,1.001,Power outage affecting traffic signals,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Dawn,Day,Sunset
A-6186,1,2/20/2024,2/20/2024,24.67028316,77.70042843,22.54707736,88.32792124,1.315,Minor traffic disruption due to road work,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Day,Twilight,Dawn,Day
A-6187,4,8/10/2024,8/10/2024,27.99065884,74.23630438,26.35408447,95.20748758,4.03,Vehicle accident with minor impact,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Dawn,Twilight,Day,Twilight
A-6188,2,10/8/2020,10/8/2020,11.730503,84.81587923,15.73431204,76.26284248,2.325,Vehicle accident with minor impact,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Twilight,Dawn,Day,Day
A-6189,4,2/11/2022,2/11/2022,36.39602395,96.63886512,26.13301974,94.48788913,4.897,Delays caused by roadblock or construction,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Day,Day,Dawn,Dawn
A-6190,5,3/16/2023,3/16/2023,30.51754408,77.74320765,25.82624525,89.84129693,3.4,Construction detour causing congestion,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Dawn,Night,Sunset,Twilight
A-6191,2,10/21/2024,10/21/2024,17.85392206,80.11611347,6.124142535,85.25324228,1.676,Vehicle accident with minor impact,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Night,Day,Day,Twilight
A-6192,1,9/16/2021,9/16/2021,23.95876891,85.22152984,36.89013621,77.54081815,3.204,Construction detour causing congestion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Dawn,Twilight,Sunset
A-6193,5,1/8/2022,1/8/2022,19.67669461,82.86904863,15.51543192,82.0474781,4.03,Pedestrian accident causing delay,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Day,Sunset,Day,Sunset
A-6194,3,3/17/2021,3/17/2021,12.97485508,96.84037233,18.12426395,93.48297232,0.552,Vehicle breakdown on major highway,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Day,Twilight,Day,Twilight
A-6195,5,3/26/2023,3/26/2023,7.741092742,87.48200546,23.33454294,95.21093884,4.006,Accident near busy intersection,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Day,Dawn,Sunset
A-6196,1,4/23/2022,4/23/2022,6.950498885,90.53215587,28.3540169,82.72053426,2.822,Delays caused by roadblock or construction,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Sunset,Dawn,Sunset,Dawn
A-6197,5,7/8/2024,7/8/2024,11.2442349,72.01062008,10.53507201,92.22766039,3.152,Construction detour causing congestion,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Sunset,Day,Day,Twilight
A-6198,2,7/7/2020,7/7/2020,14.26074909,89.02369877,14.51594185,91.86349913,1.93,Power outage affecting traffic signals,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Day,Night,Night,Night
A-6199,4,7/18/2023,7/18/2023,17.46823389,81.97560826,8.414276162,75.94944246,0.637,Accident near busy intersection,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Night,Dawn,Day,Twilight
A-6200,5,7/8/2023,7/8/2023,19.49464801,94.11671995,14.43525546,93.32592579,1.331,Accident near busy intersection,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Dawn,Day,Dawn,Sunset
A-6201,3,12/6/2024,12/6/2024,12.90505066,81.77312572,21.97825637,73.51821137,1.2,Accident near busy intersection,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Twilight,Dawn,Sunset,Sunset
A-6202,4,10/15/2020,10/15/2020,26.75014559,76.7199632,36.98808236,90.97075941,2.543,Vehicle breakdown on major highway,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Sunset,Night,Dawn
